num_nodes,k,sigma_sq,scales
400,0,11.249999999999998,1.0,1.0546754364353468,2.601898052255899,6.312010720387353,1.532776150299087,5.642858157120753,0.9732007895257075,0.7785792614673045
input_snrs (dB)
0.5169122194162348,0.2113798314573737,8.212158762340193,15.800350581963505,3.709012142242898,14.969393172524185,-0.3820895807853992,-1.8711196503961096
snapshots,penalty_f,gamma_mult,rho_mult,penalty_param,average SNR,SNR per snapshot
